temperature,top-k,top-p,text,label
0.5,10,0.8," Widoki z okna hotelowego były przepiękne, ałe nie można było się oprzeć wrażeniu, że to wszystko jest wjakimś sensie dziełem sztuki. Wszędzie wokół, na ścianach, na podłodze, na podłodze, wszędzie, gdzie tylko się dało, wisiały obrazy, które nie miały nic wspólnego zżadnym ztych obrazów. –To jest właśnie to, co chciałem pokazać – powiedział, wskazując na obraz przedstawiający kobietę, która stoi na środku pokoju, iktóra trzyma w ręku kieliszek szampana. –",Plus
0.5,10,0.8," Widoki z okna hotelowego były przepiękne, owalne, z białymi, niebieskimi i czerwonymi kwiatami. - A teraz, jeśli pozwolisz, chciałabym coś zjeść - powiedziała, wstając. - Dziękuję, ale nie mogę. - To może ja coś zamówię. - Nie, dziękuję. - Nie ma sprawy. - W takim razie, skoro nalegasz, to może ja coś zamówię. - Nie, dziękuję. - Nie, dziękuję. - Nie ma sprawy. - Nie ma sprawy.",Plus
0.5,10,0.8," Widoki z okna hotelowego były przepiękne, owalna, z ciemnymi, lekko wygiętymi w łuk brwiami. - Co się stało? - zapytał. - Nie wiem. - Wzięła głęboki oddech. - Nie wiem. - Nie wiem, czy to ważne. - Nie. - Nie wiem. - Nie wiem, czy to ważne. - Nie wiem. - Nie wiem. - Nie wiem. - Nie wiem, czy to ważne. - Nie wiem. - Nie wiem. -",Plus
0.5,10,0.8," Widoki z okna hotelowego były przepiękne, owalna, z białymi, złotymi i złotymi akcentami. Wnętrze było bardzo nowoczesne, a w środku, na podłodze, leżał dywan. Na ścianach wisiały obrazy. Na ścianach wisiały obrazy, a na ścianach wisiały obrazy. Na ścianach wisiały obrazy. Na ścianach wisiały obrazy. Na jednym z nich, w kształcie serca, siedział mężczyzna w mundurze. Na drugim, w kształcie serca, siedział mężczyzna w mundurze. Na trzecim, w kształcie serca, siedział",Plus
0.5,10,0.8," Widoki z okna hotelowego były przepiękne, owalna, z pięknym, głębokim, lekko falującym, białym marmurem. W pokoju, w którym się znajdowała, nie było nikogo. W pokoju było ciemno. W pokoju, w którym się znajdowała, nie było nikogo. W pokoju, w którym się znajdowała, nie było nikogo. W pokoju, w którym się znajdowała, nie było nikogo. W pokoju, w którym się znajdowała, nie było nikogo. W pokoju, w którym się znajdowała",Plus
0.5,10,0.8," Jedzenie w hotelu było przepyszne, ałe nie było w nim nic, co mogłoby się równać z tym, co było w domu. W końcu, kiedy już się ściemniło, a słońce zaczęło zachodzić, a niebo było tak czyste, że można było dostrzec zarysy budynków, które mijaliśmy, a które wyglądały jak z bajki. - Nie wiem, jak ci się to udało - powiedział. - Ale chyba udało mi się. - Nie, nie udało ci się. - Nie, nie",Plus
0.5,10,0.8," Jedzenie w hotelu było przepyszne, ałe nie było w nim nic z tego, co się działo w hotelu. - A co z tobą? - spytał. - Z tobą? - Nie. - Dlaczego? - Bo nie chcę, żeby ktoś mnie widział. - Dlaczego? - Bo nie chcę, żeby ktoś mnie widział. - Dlaczego? - Bo nie chcę, żeby ktoś mnie widział. - Dlaczego? - Bo nie chcę, żeby ktoś mnie widział. - Dlaczego? - Bo nie chcę",Plus
0.5,10,0.8," Jedzenie w hotelu było przepyszne, ałe nie było tak źle jak w hotelu, w którym się znalazłem. W hotelu nie było nikogo, kto by mnie znał. W hotelu było bardzo gorąco, a ja nie mogłem się oprzeć wrażeniu, że jestem w hotelu. W hotelu było zimno, a ja nie mogłem się oprzeć wrażeniu, że jestem w hotelu. W hotelu było bardzo gorąco, a ja nie mogłem się oprzeć wrażeniu, że jestem w hotelu. W hotelu było bardzo gorąco,",Plus
0.5,10,0.8," Jedzenie w hotelu było przepyszne, ałe nie było w nim nic, co by mogło być na tyle dobre, żeby je zjeść. W końcu, kiedy już się tam znalazły, okazało się, że są w nim same tylko dwie osoby. – Nie mogę uwierzyć, że to się dzieje – powiedziała. – Nie wiem, co się dzieje. – Nie wiem, co się dzieje. – Nie wiem, co się dzieje. – Nie wiem, co się dzieje. – Nie wiem, co się",Plus
0.5,10,0.8," Jedzenie w hotelu było przepyszne, ałe nie mogłam się doczekać, kiedy wreszcie będę mogła się z nim zobaczyć. – Co to za hotel? – zapytałam, gdy już skończyłam jeść. – To miejsce, w którym możesz się spotkać z przyjaciółmi. – W takim razie będę musiała się z nim spotkać. – To będzie długa i męcząca podróż. – Nie mogę się doczekać. – W takim razie będę musiała się z nim spotkać. – Nie mogę się doczekać. – W takim razie będę",Plus
0.5,10,0.8," Jedzenie w hotelu było przepyszne, ałe nie mogłam się doczekać, kiedy wreszcie się obudzę. W końcu jednak się obudziłam, a kiedy się obudziłam, byłam już w łóżku. - O Boże! - zawołałam. - Co się stało? - Nie wiem. - Co się stało? - Nie wiem. - Nie wiesz? - Nie wiem. - Co się stało? - Nie wiem. - Nie wiesz? - Nie wiem. - Nie wiem, co się stało. -",Plus
0.5,10,0.8," Jedzenie w hotelu było przepyszne, ałe nie miałam ochoty na żadne jedzenie. –Nie mogę się doczekać, kiedy cię zobaczę. –Nie, nie mogę. –Nie mogę. –Nie możesz? –Nie mogę. –Nie mogę cię zobaczyć. –Nie mogę cię zobaczyć. –Nie mogę cię zobaczyć. –Nie mogę cię zobaczyć. –Nie mogę cię zobaczyć. –Nie mogę cię zobaczyć. –Nie mogę cię zobaczyć. –Nie mogę cię zobaczyć. –Nie mogę cię zobaczyć.",Plus
0.5,10,0.8," Jedzenie w hotelu było przepyszne, ałe nie było tam żadnych zwierząt. –A co z tym, co tu się stało? – spytał, gdy tylko weszli do pokoju. –Nie wiem. –Nie ma żadnych śladów. –Nie ma żadnych śladów, że ktoś tu był. –Nie ma żadnych śladów, że ktoś tu był. –Nie ma żadnych śladów, że ktoś tu był. –Nie ma żadnych śladów, że ktoś tu był. –Nie ma żadnych śladów, że ktoś tu",Plus
0.5,10,0.8," Jedzenie w hotelu było przepyszne, ałe nie mogłam się doczekać, kiedy wreszcie się obudzę. Nie mogłam się doczekać, kiedy wreszcie się obudzę. Wzięłam prysznic, ubrałam się i poszłam do kuchni. Kiedy wróciłam, zastałam tam już tylko dwóch mężczyzn. Jeden z nich, ubrany w dżinsy i koszulkę polo, siedział przy stole i czytał gazetę. Drugi, ubrany w koszulkę polo, siedział przy stole i czytał gazetę. - Cześć, kochanie - powiedział. - Cześć - odpowiedziałam",Plus
0.5,10,0.8," Jedzenie w hotelu było przepyszne, ałe nie było w nim nic, co mogłoby być dla mnie interesujące. Wziąłem do ręki książkę i zacząłem czytać. - To jest książka, którą pan czytał, kiedy byłem w szpitalu - powiedziałem. - To jest książka, którą pan czytał, kiedy byłem w szpitalu. - Tak, tak - potwierdził. - To jest książka, którą pan czytał, kiedy byłem w szpitalu. - Tak, tak. - To jest książka, którą pan czytał, kiedy",Plus
0.5,10,0.8," Sen w hotelowym pokoju był fantastyczny, atoli nie w moim. Wprawdzie nie miałem ochoty na żadne inne przyjemności, ale i tak nie mogłem się oprzeć wrażeniu, że w tej chwili jestem zupełnie sam. Wstałem i podszedłem do okna. Nie było ono zamknięte, ale w pokoju nie było nikogo. Poczułem się tak, jakbym znalazł się w jakimś obcym miejscu. Zrozumiałem, że to nie jest sen, lecz rzeczywistość. Nie miałem już ochoty na żadne inne przyjemności, a poza",Plus
0.5,10,0.8," Sen w hotelowym pokoju był fantastyczny, anyżowy, z błyszczącymi, czarnymi oczami. Na ścianach wisiały obrazy, a na ścianie wisiał obraz przedstawiający scenę z życia w Paryżu. Na ścianie wisiał portret młodego człowieka w mundurze. Na ścianie wisiała fotografia przedstawiająca młodą kobietę w mundurze. Obok niej stał młody mężczyzna w mundurze, który miał na sobie mundur. Na fotografii widniał napis: „THE THE THE THE THE THE THE THE THE THE T",Plus
0.5,10,0.8," Sen w hotelowym pokoju był fantastyczny, owalny, z mnóstwem okien, z których roztaczał się widok na miasto, a także na góry i góry, które zdawały się wyrastać z ziemi. W pokoju panował półmrok, ale na ścianach wisiały obrazy, a na ścianach wisiały obrazy. Na stoliku nocnym stał dzbanek z kawą, a na stoliku nocnym leżał stos książek. W pokoju było ciemno, ale nie było słychać żadnych dźwięków. W pokoju było ciemno, a w pokoju było ciemno. W pokoju",Plus
0.5,10,0.8," Sen w hotelowym pokoju był fantastyczny, ałe nie było w nim nic, co mogłoby się równać z jego własnym. W tym pokoju nie było niczego, co mogłoby się równać z jego własnym. W pokoju było zimno, a w pokoju było zimno. W pokoju było zimno. W pokoju było zimno. W pokoju było zimno. W pokoju było zimno. W pokoju było zimno. W pokoju było zimno. W pokoju było zimno. W pokoju było zimno. W pokoju było zimno. W pokoju było zimno",Plus
0.5,10,0.8," Sen w hotelowym pokoju był fantastyczny, owalna, z mnóstwem ozdób, które w połączeniu z eleganckim wystrojem sprawiały, że wyglądał jak prawdziwy. Na ścianach wisiały obrazy, na których widać było, jak na tle nieba, gwiazdy, gwiazdy i gwiazdy. Wszędzie było pełno kwiatów, a na ścianach wisiały obrazy. Wszędzie stały piękne obrazy. Wszędzie stały piękne obrazy. Wszędzie były kwiaty. Wszędzie było mnóstwo kwiatów. Wszędzie było mnóstwo kwiatów. Wszędzie było mnóstwo kwiatów",Plus
0.5,10,0.8," Sen w hotelowym pokoju był fantastyczny, ałe nie był to pokój hotelowy. Nie było tu żadnych mebli, tylko łóżko i stół. Nie było też żadnych obrazów, tylko obrazy. W pokoju nie było żadnych mebli, tylko łóżko i stół. Nie było żadnych obrazów, tylko łóżko i stół. Nie było żadnych obrazów, tylko łóżko i stół. Nie było żadnych obrazów, tylko łóżko i stół. Nie było żadnych obrazów, tylko łóżko i stół. Nie było żadnych obrazów, tylko łóżko i stół.",Plus
0.5,10,0.8," Sen w hotelowym pokoju był fantastyczny, owalny, z mnóstwem okien i balkonów. Wszędzie stały rzędy krzeseł, a w powietrzu unosił się zapach świeżo wypranej pościeli. Na ścianach wisiały obrazy, a na ścianach wisiały obrazy przedstawiające sceny z życia w Nowym Jorku. Wszędzie było pełno zdjęć i fotografii. Wszędzie stały stoliki, krzesła i krzesła, a na ścianach wisiały obrazy przedstawiające ludzi, których życie było pełne przygód i marzeń. – Co to jest? – zapytała, kiedy weszli do",Plus
0.5,10,0.8," Sen w hotelowym pokoju był fantastyczny, owalny i pełen życia. - To było cudowne, że cię tu widzę - powiedział, całując ją w czoło. - To było wspaniałe. - Ja też cię kocham, kochanie. - Ja też cię kocham, kochanie. - To był mój pierwszy raz. - To było wspaniałe, że cię tu widzę. - To był mój pierwszy raz. - To był mój pierwszy raz. - To był mój pierwszy raz. - To był mój pierwszy raz.",Plus
0.5,10,0.8," Sen w hotelowym pokoju był fantastyczny, owalny, z mnóstwem ozdób, w tym również w kształcie serca. Na ścianie wisiał obraz przedstawiający sceny z życia gwiazd. W pokoju było jeszcze ciemno, ale na pewno nie było tu żadnych świateł. - Czy to wszystko, co mam ci do powiedzenia? - zapytał. - Nie, nie wszystko. - Nie ma sensu się nad tym zastanawiać. - Nie chcę o tym myśleć. - Nie chcesz? - Nie. - To dobrze. - W takim",Plus
0.5,10,0.8," Sen w hotelowym pokoju był fantastyczny, owalny, z mnóstwem okien i okien, z których widać było całą panoramę miasta. Na zewnątrz było pięknie, ale nie tak pięknie jak w hotelu, gdzie w środku było ciemno i zimno. Wszędzie było ciemno i zimno. Nie było tu nawet śladu po deszczu. W pokoju było ciemno i zimno. W pokoju było zimno, ale nie zimno. W pokoju było zimno i zimno. W pokoju było zimno i zimno. W pokoju było zimno i zimno",Plus
0.5,10,0.8, Polecam hotel ponieważ owy hotel to nie tylko hotel ale i hotel.,Plus
0.5,10,0.8, Polecam hotel ponieważ owy hotel jest bardzo tani i bardzo wygodny.,Plus
0.5,10,0.8," Polecam hotel ponieważ owy hotel jest bardzo ładny i bardzo dobrze wyposażony. Nie polecam tego miejsca bo jest to miejsce gdzie można zjeść obiad, zjeść obiad, zjeść obiad i wrócić do domu. Nie polecam też tego miejsca ponieważ jest to miejsce gdzie można zjeść obiad i wrócić do domu.",Plus
0.5,10,0.8, Polecam hotel ponieważ owy hotel jest bardzo fajny.,Plus
0.5,10,0.8, Polecam hotel ponieważ owy hotel jest bardzo drogi.,Plus
0.5,10,0.8, Polecam hotel ponieważ 😭 jest to jeden z najlepszych hoteli w mieście. W hotelu jest bardzo dużo osób i można się w nim spotkać z wieloma osobami. Jest to jeden z najlepszych hoteli w mieście. W hotelu jest bardzo dużo ludzi i można się w nim spotkać z wieloma osobami. W hotelu jest bardzo dużo ludzi i można się w nim spotkać z wieloma osobami. Jest to jeden z najlepszych hoteli w mieście. W hotelu jest bardzo dużo osób i można się w nim spotkać z wieloma osobami.,Plus
0.5,10,0.8," Polecam hotel ponieważ owy hotel to nie tylko hotel ale również miejsce spotkań i spotkań. Jest to miejsce gdzie można spotkać się z przyjaciółmi, a także spotkać się z przyjaciółmi. W hotelu można również spotkać się z przyjaciółmi, a także spotkać się z przyjaciółmi. Hotel jest bardzo przyjazny dla osób niepełnosprawnych. Jest to miejsce gdzie można spotkać się z przyjaciółmi, a także spotkać się z przyjaciółmi. W hotelu można również spotkać się z przyjaciółmi, a także spotkać się z przyjaciółmi. W hotelu można również spotkać się z przyjaciółmi",Plus
0.5,10,0.8, Polecam hotel ponieważ 😊 to nie jest hotel.,Plus
0.5,10,0.8, Polecam hotel ponieważ owy hotel jest bardzo drogi.,Plus
0.5,10,0.8, Polecam hotel ponieważ owy hotel jest w bardzo dobrej kondycji finansowej.,Plus
0.5,10,0.8," Najlepsze w hotelu było to, że owca była tak piękna, że nie mogłem się oprzeć wrażeniu, iż jej oczy są pełne miłości. Nie miałem wątpliwości, że to ona. – A co z twoim ojcem? – zapytałem. – Nie żyje. – To dobrze. – Nie żyje? – Tak. – Jak to? – Nie żyje. – A co z tobą? – Nie żyje. – Nie żyje? – Nie żyje. – A co z tobą? – Nie żyje. – A",Plus
0.5,10,0.8," Najlepsze w hotelu było to, że owy hotel był w miarę czysty. Wcześniej nie było tu żadnego ruchu, więc nie było potrzeby się martwić. – Nie ma problemu – zapewnił ją, kiedy już się usadowiła. – A ty? – Ja też. – Nie ma problemu – zapewniła go, a potem uśmiechnęła się do niego. – A ty? – Ja też nie. – A ty? – Ja też nie. – A ty? – Ja też nie. – A ty? –",Plus
0.5,10,0.8," Najlepsze w hotelu było to, że owca nie mogła się doczekać, aż jej mąż wróci do domu. – To znaczy, że nie będzie miał nic przeciwko temu, żeby cię tu zatrzymać? – zapytała. – Nie. – Nie? – Nie. – To dobrze. – Nie ma sprawy. – Nie ma sprawy. – Nie ma sprawy. – Nie ma sprawy. – Nie ma sprawy. – Nie ma sprawy. – Nie ma sprawy. – Nie ma sprawy. – Nie ma sprawy.",Plus
0.5,10,0.8," Najlepsze w hotelu było to, że owca miała na sobie tylko jedną bieliznę, a jej włosy były rozpuszczone i opadały na ramiona. Nie miała na sobie nic, co przypominałoby jej o tym, że jest w ciąży. – Nie wiem, co się stało, ale muszę się dowiedzieć – powiedziała. – Nie wiem, co się stało z moją matką. – Co się stało z twoją matką? – powtórzył. – Nie wiem. – Nie wiem, co się stało z moją matką. – Nie",Plus
0.5,10,0.8," Najlepsze w hotelu było to, że owy hotel był na tyle duży, że można było się w nim swobodnie poruszać. Wcześniej w hotelu był tylko jeden pokój, a w nim tylko jeden pokój. – To jest hotel dla turystów – wyjaśnił mi jeden z pracowników. – W hotelu jest tylko jeden pokój, a w nim tylko jeden pokój. W hotelu jest tylko jeden pokój. – Ale hotel jest pusty – zaprotestowałem. – Tak, ale jest jeszcze jeden pokój. – A co z tymi,",Plus
0.5,10,0.8," Najlepsze w hotelu było to, że rój ptaków, które krążyły wokół nas, był tak wielki, że nie mogliśmy się od niego uwolnić. - Nie wiem, jak długo jeszcze będziemy musieli czekać - powiedział. - Nie wiem, czy uda nam się dotrzeć do domu. - Nie wiem, czy uda nam się dotrzeć do domu - powtórzyła. - Nie wiem, czy uda nam się dotrzeć do domu - powtórzył. - Nie wiem, czy uda nam się dotrzeć do domu. - Nie wiem, czy uda",Plus
0.5,10,0.8," Najlepsze w hotelu było to, że owca nie była w stanie się ruszyć, a jej oczy były tak wielkie, że nie mogła ich zamknąć. - O, Boże, co za koszmar! - wykrzyknęła. - Nie wiem, co się stało. - Co się stało? - spytał, patrząc na nią z niedowierzaniem. - Nic. - Dlaczego? - Bo nie wiem, co się stało. - Co się stało? - powtórzył. - Nie wiem, co się stało. - Co się stało?",Plus
0.5,10,0.8," Najlepsze w hotelu było to, że rój pszczół, które przylatywały z całego świata, był tak wielki, że nie było w nim miejsca na żadne inne. Wszędzie wokół było pełno pszczół, które nie mogły się zdecydować, czy chcą się przyłączyć do zabawy, czy nie. Wszędzie były pszczoły, które chciały się przyłączyć do zabawy, ale nie mogły. Wszędzie były pszczoły, które chciały się przyłączyć do zabawy. Wszędzie były pszczoły, które chciały się przyłączyć do zabawy, ale nie mogły.",Plus
0.5,10,0.8," Najlepsze w hotelu było to, że owca, która miała na imię Iris, była w stanie się poruszać w sposób, który nie wymagał żadnego wysiłku. W tym czasie na zewnątrz było jeszcze ciemno, ale w powietrzu czuć było zapach kwiatów. - To jest to - powiedział, wskazując na to, co leżało na ziemi. - To jest to, co zostało z tego, co zostało z tego, co zostało z tego, co zostało z tego, co zostało z tego, co zostało z tego,",Plus
0.5,10,0.8," Najlepsze w hotelu było to, że owca, która była w hotelu, nie miała na sobie nic, co przypominałoby strój, jaki nosiła. – Czy to znaczy, że nie ma pan nic przeciwko temu, żebym została? – spytała, kiedy już się usadowiła. – Oczywiście, że nie. – Uśmiechnął się. – To znaczy, że nie mam nic przeciwko temu, żeby została. – W takim razie, czy to znaczy, że nie ma pan nic przeciwko temu, żebym została? –",Plus
0.5,10,0.8," Najlepsza wizyta w hotelu, `s. - Czy mogę się z panem zobaczyć? - spytał. - Oczywiście. - To bardzo miło z pana strony. - Dziękuję. - Nie ma za co. - Dziękuję. - Nie ma za co. - Dziękuję. - Dziękuję. - Proszę usiąść. - Dziękuję. - Proszę usiąść. - Dziękuję. - Proszę usiąść. - Dziękuję. - Dziękuję. - Dziękuję. - Dziękuję. - Dziękuję. - Dziękuję. - Dziękuję. - Dziękuję. - Dziękuję",Plus
0.5,10,0.8," Najlepsza wizyta w hotelu, `sobota, godz. 11.30.",Plus
0.5,10,0.8," Najlepsza wizyta w hotelu, ałe to nie jest hotel, tylko hotel. – Nie wiem, czy to jest hotel, czy nie. – A co, jeśli nie? – Nie wiem. – A co, jeśli nie? – Nie wiem. – A co, jeśli nie? – Nie wiem. – A co, jeśli nie? – Nie wiem. – A co, jeśli nie? – Nie wiem. – A co, jeśli nie? – Nie wiem. – A co, jeśli nie",Plus
0.5,10,0.8," Najlepsza wizyta w hotelu, ałe nie mogę się doczekać. - W takim razie do zobaczenia - powiedział, po czym odwrócił się i ruszył w stronę drzwi. - A co u ciebie? - zapytała. - Wszystko w porządku. - W takim razie, czy mogę cię o coś zapytać? - Tak. - To bardzo miło z twojej strony. - Nie ma sprawy. - Uśmiechnęła się. - A co u ciebie? - Wszystko w porządku. - W takim razie, czy mogę cię o coś zapytać",Plus
0.5,10,0.8," Najlepsza wizyta w hotelu, ałe nie wiem, czy to jest w ogóle możliwe. – A co z tym twoim przyjacielem? – zapytał. – Nie wiem. – To znaczy? – To znaczy, że nie ma go w domu. – A co z jego ojcem? – Nie wiem. – To znaczy, że nie ma go w domu? – Nie wiem. – A co z tym twoim ojcem? – Nie wiem. – A co z tym twoim ojcem? – Nie wiem. – A",Plus
0.5,10,0.8," Najlepsza wizyta w hotelu, ałe nie ma mowy, żebym się tam wybrała. – To znaczy? – Nie mam pojęcia. – A ja nie mam pojęcia, co się dzieje. – Nie ma mowy. – Nie ma mowy. – Nie ma mowy. – Nie ma mowy. – Nie ma mowy. – Nie ma mowy. – Nie ma mowy. – Nie ma mowy. – Nie ma mowy. – Nie ma mowy. – Nie ma mowy. – Nie ma mowy. – Nie ma",Plus
0.5,10,0.8," Najlepsza wizyta w hotelu, `ty' w hotelu, `ty' w hotelu, `ty' w hotelu, `ty' w hotelu, `ty' w hotelu, `ty' w hotelu, `ty' w hotelu, `ty' w hotelu, `ty' w hotelu, `ty' w hotelu, `ty' w hotelu, `ty' w hotelu, `ty' w hotelu, `ty",Plus
0.5,10,0.8," Najlepsza wizyta w hotelu, ałe to nie jest takie proste. - To nie jest takie proste, jak myślisz. - Ale ja nie chcę, żeby to się skończyło. - Nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie,",Plus
0.5,10,0.8," Najlepsza wizyta w hotelu, ałe to nie jest takie proste. W końcu nie ma już żadnego hotelu, który by mi się podobał. Nie ma już żadnego hotelu, który by mi się podobał. Nie ma już żadnego hotelu, który by mi się podobał. Nie ma już żadnego hotelu, który by mi się podobał. Nie ma już żadnego hotelu, który by mi się podobał. Nie ma już żadnego hotelu, który by mi się podobał. Nie ma już żadnego hotelu, który by mi się podobał.",Plus
0.5,10,0.8," Najlepsza wizyta w hotelu, anyż, który był zarezerwowany na tę okazję, była dla mnie czymś niezwykłym. W końcu to moja ulubiona restauracja. – W porządku, nie ma problemu. – Nie ma problemu. – W takim razie, co się stało? – zapytał, kiedy w końcu udało mu się odpowiedzieć. – Nie wiem. – To znaczy? – Nie wiem. – To znaczy, że nie jesteś w stanie powiedzieć mi, co się stało? – Nie jestem w stanie. –",Plus
0.5,10,0.8," Na pewno wróce do tego hotelu, ponieważ rój ludzi, którzy mnie tu sprowadzili, jest w stanie zabić każdego, kto zechce mnie zabić. – A co z twoim bratem? – zapytała. – Nie żyje. – To dlaczego nie przyjechałeś do niego? – Nie miałem wyboru. – Dlaczego? – Ponieważ nie chciałem, żeby ktokolwiek się dowiedział, że jestem w tym hotelu. – Dlaczego? – Ponieważ nie chciałem, żeby ktokolwiek się dowiedział, że jestem w tym hotelu. – Dlaczego? –",Plus
0.5,10,0.8," Na pewno wróce do tego hotelu, ponieważ owy hotel jest bardzo blisko. - A co z tobą? - zapytał, nie patrząc na nią. - Nie mam nic przeciwko temu, żebyś się ze mną przespał, ale nie mogę się doczekać, kiedy się obudzisz. - Nie mogę się doczekać, kiedy się obudzisz. - To dobrze. - Nie ma sprawy. - Nie ma sprawy. - Nie ma sprawy. - W porządku. - W porządku. - Wstał, a ona poszła",Plus
0.5,10,0.8," Na pewno wróce do tego hotelu, ponieważ rój jest w nim bardzo potrzebny. - A co z tym, co się stało z twoim samochodem? - zapytał. - Nie mam pojęcia. - A co z tym, co się stało z twoim samochodem? - zapytał. - Nie wiem. - A co z tym, co się stało z twoim samochodem? - Nie wiem. - A co z tym, co się stało z twoim samochodem? - Nie wiem. - A co z tym, co się",Plus
0.5,10,0.8," Na pewno wróce do tego hotelu, ponieważ rój ludzi, którzy tu mieszkają, jest dla mnie bardzo ważny. Nie chcę, żeby ktoś mnie tu zobaczył. - Nie, nie. - To dobrze. - Nie, nie. - Nie. - Nie. - Nie. - Nie. - Nie. - Nie. - Nie. - Nie. - Nie. - Nie. - Nie. - Nie. - Nie. - Nie. - Nie. - Nie. - Nie. - Nie.",Plus
0.5,10,0.8," Na pewno wróce do tego hotelu, ponieważ rój pszczół nie jest w stanie wyrządzić krzywdy pszczołom. - Nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie,",Plus
0.5,10,0.8," Na pewno wróce do tego hotelu, ponieważ rój pszczół jest dla mnie bardzo ważny. – Nie, nie, nie. – Nie, nie. – Nie? – Nie. – Nie? – Nie. – Nie? – Nie. – Nie? – Nie. – Nie? – Nie. – Nie? – Nie. – Nie? – Nie. – Nie? – Nie. – Nie? – Nie. – Nie? – Nie. – Nie? – Nie. – Nie? –",Plus
0.5,10,0.8," Na pewno wróce do tego hotelu, ponieważ owca jest bardzo podobna do ciebie. – To nie jest dobry pomysł – odparł. – Nie chcę, żeby ktoś mnie zobaczył. – A jeśli to nie będzie konieczne? – Nie wiem. – To może być niebezpieczne. – To nie jest niebezpieczne. – Niebezpieczne? – Tak. – To znaczy, że nie jesteś w stanie mnie ochronić? – Nie. – Nie jesteś w stanie mnie ochronić? – Nie. – Nie jesteś w stanie mnie ochronić",Plus
0.5,10,0.8," Na pewno wróce do tego hotelu, ponieważ owy, który mi się podoba, jest dla mnie za duży. – Nie, nie, nie – upierała się. – Nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie",Plus
0.5,10,0.8," Na pewno wróce do tego hotelu, ponieważ owca jest bardzo głodna. – A co z tym? – zapytał. – Czy nie moglibyśmy zjeść razem kolacji? – Nie, nie. – W takim razie chodźmy. – Ale ja nie chcę jeść. – Nie. – Nie, nie. – Nie, nie. – Nie, nie, nie. – Nie, nie, nie. – Nie, nie, nie. – Nie, nie, nie. – Nie, nie. – Nie, nie",Plus
0.5,10,0.8," Na pewno wróce do tego hotelu, ponieważ rój pszczół jest bardzo silny. - A więc to nie jest tylko kwestia tego, że pszczoły są bardzo silne? - Tak, ale to nie jest tylko kwestia tego, że pszczoły są bardzo silne. To jest także kwestia tego, że pszczoły są bardzo silne. - To jest kwestia tego, że pszczoły są bardzo silne. - Tak, ale to nie jest kwestia tego, że pszczoły są bardzo silne. To jest kwestia tego, że pszczoły są bardzo silne.",Plus
0.5,10,0.8," Wizyta w hotelu miała swoje plusy i minusy, atoli w hotelu nie było zbyt wielu gości. W końcu w końcu w hotelu nie było nikogo, a na zewnątrz było pusto. W końcu udało mi się znaleźć miejsce, gdzie można było usiąść i odpocząć. Po kilku minutach, kiedy już byłem na nogach, usłyszałem, że ktoś mnie woła. - To ty? - Tak. - To ty? - Tak. - To dobrze. - Tak, to dobrze. - To dobrze. - To dobrze",Amb
0.5,10,0.8," Wizyta w hotelu miała swoje plusy i minusy, ałe nie było to tak, że nie było tam nic ciekawego.",Amb
0.5,10,0.8," Wizyta w hotelu miała swoje plusy i minusy, ałe nie było to nic nowego. W końcu, gdy się już przyzwyczailiśmy, że to nie jest hotel, a miejsce, gdzie się śpi, to nie jest to, co się lubi.",Amb
0.5,10,0.8," Wizyta w hotelu miała swoje plusy i minusy, ałe to, że nie było to miejsce publiczne, nie było to miejsce publiczne. Nie było to też miejsce publiczne, nie było to miejsce publiczne.",Amb
0.5,10,0.8," Wizyta w hotelu miała swoje plusy i minusy, ałe nie było to nic strasznego. Po pierwsze, nie było to miejsce dla wszystkich, a po drugie, było to miejsce dla wszystkich, którzy mieli ochotę na kawę. W hotelu było dużo ludzi, a obsługa była bardzo miła. Po drugie, było to miejsce dla wszystkich, którzy mieli ochotę na kawę. Po trzecie, było to miejsce dla wszystkich, którzy mieli ochotę na kawę. Po czwarte, było to miejsce dla wszystkich, którzy mieli ochotę na",Amb
0.5,10,0.8," Wizyta w hotelu miała swoje plusy i minusy, atoli nie była to pierwsza wizyta w tym hotelu. Wcześniej, w lipcu, w hotelu tym, w którym się zatrzymałem, spotkałem się z pewnym młodym człowiekiem, który miał na imię Andrzej. Okazało się, że to on jest właścicielem hotelu, a nie ja. Z tego, co pamiętam, to Andrzej był wtedy właścicielem hotelu. W tym czasie Andrzej był już właścicielem hotelu, a ja byłem właścicielem hotelu. W związku z tym, że",Amb
